character_id,name,description,thumbnail,modified
1012478,Frenzy,,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/526958a4c3cde.jpg,2021-08-27T17:57:29-0400
1010799,Frightful Four,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c00372aafb39.jpg,2011-08-08T13:34:56-0400
1011389,Frog Thor,,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4ce5a72d1a081.jpg,2011-03-30T16:31:39-0400
1010670,Frog-Man,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4def9bf15ce30.jpg,2011-06-08T12:00:18-0400
1009377,Gabe Jones,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4ce5a0155d904.jpg,2011-02-18T14:41:58-0500
1009312,Galactus,,http://i.annihil.us/u/prod/marvel/i/mg/5/03/528d31a791308.jpg,2014-09-30T16:47:03-0400
1011384,Galia,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009313,Gambit,,http://i.annihil.us/u/prod/marvel/i/mg/a/40/52696aa8aee99.jpg,2016-03-14T12:47:45-0400
1011201,Gamma Corps,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010763,Gamora,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/526032a2cce62.jpg,2016-06-02T13:39:18-0400
1017324,Gamora (Marvel War of Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5239bfe911e8e.jpg,2013-09-18T11:00:11-0400
1010832,Gargoyle,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1012512,Gargoyle (Isaac Christians),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-27T22:01:59-0400
1012513,Gargoyle (Yuri Topolov),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2011-01-20T12:14:26-0500
1011380,Garia,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2010-11-08T18:11:41-0500
1009383,Garrison Kane,,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/4c003e9db374b.jpg,1969-12-31T19:00:00-0500
1009315,Gateway,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c003ef236e72.jpg,1969-12-31T19:00:00-0500
1009316,Gauntlet (Joseph Green),,http://i.annihil.us/u/prod/marvel/i/mg/7/20/535ff2a48869b.jpg,2016-02-01T14:22:31-0500
1011248,Geiger,,http://i.annihil.us/u/prod/marvel/i/mg/9/20/52740dec5e17a.jpg,2013-11-01T16:24:26-0400
1009556,Gene Sailors,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011285,Generation X,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009317,Genesis,,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4c003eeedf93c.jpg,1969-12-31T19:00:00-0500
1011098,Genis-Vell,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1014974,George Stacy (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2012-07-10T19:25:45-0400
1010749,Gertrude Yorkes,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg,1969-12-31T19:00:00-0500
1010925,Ghost Rider (Daniel Ketch),,http://i.annihil.us/u/prod/marvel/i/mg/c/50/535feaa671cc6.jpg,2016-02-10T10:25:38-0500
1009318,Ghost Rider (Johnny Blaze),,http://i.annihil.us/u/prod/marvel/i/mg/3/80/52696ba1353e7.jpg,2016-02-10T10:25:28-0500
1017329,Ghost Rider (Marvel War of Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/5239bfd918fb5.jpg,2013-09-18T10:59:53-0400
1017833,Ghost Rider (Robbie Reyes),,http://i.annihil.us/u/prod/marvel/i/mg/1/10/622795c13e687.jpg,2022-03-08T12:44:01-0500
1011221,Giant Girl,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009320,Giant Man,,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/4ce43388b9255.jpg,2012-03-14T14:35:25-0400
1010720,Giant-dok,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010926,Giant-Man (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c00343fc70c8.jpg,2012-02-16T15:26:24-0500
1011055,Gideon,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c00311236811.jpg,1969-12-31T19:00:00-0500
1012571,Gilgamesh,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-12T23:30:35-0400
1014982,Git Hoskins,,http://i.annihil.us/u/prod/marvel/i/mg/1/c0/4cd05c0c4ffad.jpg,2010-11-18T15:54:36-0500
1009321,Gladiator (Kallark),,http://i.annihil.us/u/prod/marvel/i/mg/9/03/52696b33b7920.jpg,2016-07-08T14:38:24-0400
1011256,Gladiator (Melvin Potter),,http://i.annihil.us/u/prod/marvel/i/mg/f/90/4ce5a5ca49c7f.jpg,2011-06-14T17:21:32-0400
1009645,Glenn Talbot,"Major Glenn Talbot was member of United States Air Force, United States Army and Hulkbusters.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011144,Glorian,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f81ea1f8.jpg,1969-12-31T19:00:00-0500
1009322,Goblin Queen,,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/52bc8219eb973.jpg,2013-12-26T14:23:21-0500
1011374,Golden Guardian,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010927,Goliath (Bill Foster),,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00343d177d6.jpg,2011-08-09T14:56:53-0400
1009324,Gorgon,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/526033e7ac8ee.jpg,2017-08-21T16:55:27-0400
1012610,Gorgon (Inhumans),,http://i.annihil.us/u/prod/marvel/i/mg/4/20/4ce5a99149843.jpg,2021-08-26T23:44:29-0400
1010731,Gorilla Man,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4c00378d65a54.jpg,1969-12-31T19:00:00-0500
1011076,Grandmaster,,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c0030dc410d6.jpg,2017-08-21T14:39:21-0400
1012623,Graviton,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-27T17:53:53-0400
1010702,Gravity,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033d50fa1b.jpg,2016-02-01T14:18:14-0500
1011041,Great Lakes Avengers,,http://i.annihil.us/u/prod/marvel/i/mg/f/70/4c0032387d022.jpg,1969-12-31T19:00:00-0500
1014985,Green Goblin (Barry Norman Osborn),,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4cd05ee55faa2.jpg,2010-11-18T15:57:08-0500
1010928,Green Goblin (Harry Osborn),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2016-08-25T16:51:27-0400
1011435,Green Goblin (Norman Osborn),,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4ce18ad314ea8.jpg,2021-08-13T00:30:10-0400
1010929,Green Goblin (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003439f081b.jpg,1969-12-31T19:00:00-0500
1009326,Gressill,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011420,Grey Gargoyle,,http://i.annihil.us/u/prod/marvel/i/mg/9/03/528d319931e60.jpg,2013-11-20T17:07:40-0500
1011292,Greymalkin,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009328,Grim Reaper,,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4c003ee8885e4.jpg,2011-07-27T15:23:51-0400
1010743,Groot,,http://i.annihil.us/u/prod/marvel/i/mg/3/10/526033c8b474a.jpg,2016-07-26T10:14:47-0400
1009330,Guardian,,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4dd531d26079c.jpg,2011-10-21T12:57:42-0400
1011299,Guardians of the Galaxy,"A group of cosmic adventurers brought together by Star-Lord, the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax, Gamora, Groot and Rocket  Raccoon!",http://i.annihil.us/u/prod/marvel/i/mg/2/70/50febd8be6b5d.jpg,2020-07-21T10:30:47-0400
1009331,Guardsmen,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010709,Gunslinger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009207,GW Bridge,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009619,Gwen Stacy,"Peter Parker's first true love, Gwen Stacy was killed during a rescue attempt by Spider-Man, the guilt from which Peter has never overcome.",http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ad20ab78.jpg,2016-08-19T09:00:14-0400
1014994,Gwen Stacy (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2012-07-10T19:38:29-0400
1011400,H.A.M.M.E.R.,,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4ce5a7675d903.jpg,1969-12-31T19:00:00-0500
1009332,H.E.R.B.I.E.,,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4ce59fe9811cb.jpg,2012-08-23T20:22:41-0400
1011391,Hairball,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2010-12-10T15:40:42-0500
1009333,Half-Life (Tony Masterson),,http://i.annihil.us/u/prod/marvel/i/mg/a/20/4ce59ff485b35.jpg,1969-12-31T19:00:00-0500
1009334,Hammerhead,,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c003ee47c207.jpg,1969-12-31T19:00:00-0500
1014995,Hammerhead (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2012-07-11T09:13:15-0400
1011490,Hank Pym,,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/5205305343bfd.jpg,2015-06-01T16:59:16-0400
1011091,Hannibal King,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009348,Happy Hogan,,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4ce5a00362b2c.jpg,2011-11-11T16:38:02-0500
1010821,Hardball,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/535ff2b245409.jpg,2014-04-29T14:43:14-0400
1011185,Harley Davidson Cooper,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009336,Harpoon,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011069,Harrier,,http://i.annihil.us/u/prod/marvel/i/mg/b/30/4c0030e7aba3e.jpg,1969-12-31T19:00:00-0500
1009339,Harry Heck,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009486,Harry Osborn,,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4ce5a0b3181d8.jpg,2012-02-02T14:04:39-0500
1011218,Harry Osborn (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010816,Hate-Monger (Adolf Hitler),,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035ea3151e.jpg,1969-12-31T19:00:00-0500
1009337,Havok,,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5261659ebeaf8.jpg,2013-10-23T12:39:26-0400
1009338,Hawkeye,,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50fecaf4f101b.jpg,2016-06-22T12:53:31-0400
1010808,Hawkeye (Kate Bishop),,http://i.annihil.us/u/prod/marvel/i/mg/c/10/537bad9caa831.jpg,2014-12-09T17:25:54-0500
1017311,Hawkeye (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/2/70/5239be7020a11.jpg,2013-09-18T10:53:45-0400
1011131,Hawkeye (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/6/03/53176be145914.jpg,2016-02-08T11:52:44-0500
1017108,Hawkeye/Clint Barton (MAA),"Hawkeye is an expert archer with an attitude just as on-target as his aim. His stealth combat experience and his ability to hit any target with any projectile make him a valuable member of the Avengers. However, he refuses to let things get too serious, as he has as many jokes as he does arrows!",http://i.annihil.us/u/prod/marvel/i/mg/4/03/5232198a81c17.jpg,2015-07-06T18:23:06-0400
1012767,Hecate (Ravonna Renslayer),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-18T19:26:34-0400
1011046,Hedge Knight,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011482,Hela,"Hela was born ages ago to the being who would one day be called Odin and a goddess whose name and image have been lost in antiquity. On the day of her maturity, Odin appointed her goddess and ruler of the northernmost realms of the dead. Her special dominion was over the souls of all who did not die in battle, while Odin himself built the palace Valhalla to house the souls of all of those who died as heroes. In recent years, when Odin&rsquo;s attention had strayed from the maintenance of Valhalla, Hela tried to annex that realm to her own, hoping to consolidate her power over all Asgard&rsquo;s dead. Eventually Odin grew aware of her ambitions and opposed them. In the course of battle, Odin&rsquo;s band of Valkyries, the custodians of Valhalla, lost their physical forms, no longer able to travel from Valhalla except in their wraith-like astral forms. Hela gave up her contest for Valhalla when Odin vowed to keep better watch over it in future, and she returned to her realms.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-12T22:15:07-0400
1010351,Hellcat (Patsy Walker),,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4d751d6b1bc7d.jpg,2011-03-07T13:02:34-0500
1009340,Hellfire Club,,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c003eddcc659.jpg,2012-08-20T15:59:39-0400
1014996,Hellfire Club (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2012-07-11T09:14:59-0400
1010678,Hellion,,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4c0038ee5a898.jpg,1969-12-31T19:00:00-0500
1011044,Hellions (Squad),,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c00323303deb.jpg,1969-12-31T19:00:00-0500
1009341,Hemingway,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011371,Henry Peter Gyrich,,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/535fed9b1ae7f.jpg,2014-04-29T14:23:23-0400
1009342,Hepzibah,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003eda76ac7.jpg,1969-12-31T19:00:00-0500
1009343,Hercules,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52052ebddfa53.jpg,2016-03-07T15:07:16-0500
1010759,Heroes For Hire,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c00376a77ce0.jpg,2010-11-29T16:22:27-0500
1011274,Hex,,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4c002eeb6ed5e.jpg,1969-12-31T19:00:00-0500
1011300,High Evolutionary,,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/5269583a77bd3.jpg,2013-10-24T13:29:06-0400
1010839,Hindsight Lad,,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c0035d60033c.jpg,1969-12-31T19:00:00-0500
1010703,Hiroim,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/528d341abd6d9.jpg,2013-11-20T17:14:00-0500
1011442,Hit-Monkey,,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4ce69c2246c21.jpg,2022-04-14T19:56:30-0400
1009345,Hitman,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011383,Hitomi Sakuma,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2010-11-08T18:18:15-0500
1010930,Hobgoblin (Jason Macendale),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010931,Hobgoblin (Robin Borne),,http://i.annihil.us/u/prod/marvel/i/mg/d/40/4c00343625597.png,1969-12-31T19:00:00-0500
1009347,Hobgoblin (Roderick Kingsley),,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4c003ed3cff99.jpg,2014-07-08T11:38:10-0400
1009349,Holocaust (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009350,Holy,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1017844,Honey Badger (Gabrielle Kinney),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-12T23:16:38-0400
1011428,Hope Summers,,http://i.annihil.us/u/prod/marvel/i/mg/f/90/511155f5015e0.jpg,2016-02-11T11:59:40-0500
1009557,Howard Saint,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010373,Howard The Duck,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4ce5a268adef3.jpg,2013-07-26T21:57:35-0400
1009351,Hulk,"Caught in a gamma bomb explosion while trying to save the life of a teenager, Dr. Bruce Banner was transformed into the incredibly powerful creature called the Hulk. An all too often misunderstood hero, the angrier the Hulk gets, the stronger the Hulk gets.",http://i.annihil.us/u/prod/marvel/i/mg/5/a0/538615ca33ab0.jpg,2020-07-21T10:35:15-0400
1017098,Hulk (HAS),"The Hulk is the biggest, strongest, smashing-est hero in the Marvel Universe - the green glue that holds his crazy family-like team together. Hulk loves saving the world by smashing every alien, sea creature, and planet (literally) that tries to destroy it. He is the star of his best bud A-Bomb's web series, and just wants to show people his good intentions!",http://i.annihil.us/u/prod/marvel/i/mg/d/10/5232027069e61.jpg,2014-10-03T16:58:34-0400
1017333,Hulk (LEGO Marvel Super Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/5239c399a35df.jpg,2013-09-18T11:15:54-0400
1011118,Hulk (Marvel Zombies),,http://i.annihil.us/u/prod/marvel/i/mg/3/00/53176c115da55.jpg,2014-03-05T13:25:50-0500
1017303,Hulk (Marvel: Avengers Alliance),,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/5239b5d891fc1.jpg,2013-09-18T10:17:06-0400
1011005,Hulk (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/c/03/53176c06e3974.jpg,2016-02-04T12:35:48-0500
1010721,Hulk-dok,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1017107,Hulk/Bruce Banner (MAA),"Scientist Bruce Banner was transformed into the Hulk as a result to gamma radiation exposure. Over 8 feet tall and weighing 1,040 pounds, it's Hulk's strength that makes him the strongest hero in the Marvel Universe! Hulk smashes all threats that dare disturb the peace and friendship he has found in the Avengers.",http://i.annihil.us/u/prod/marvel/i/mg/0/03/523219b086a17.jpg,2015-07-01T14:44:02-0400
1009355,Hulkling,,http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003ed070fa0.jpg,2011-03-10T15:02:10-0500
1010343,Human Cannonball,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011415,Human Fly (Richard Deacon),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010722,Human Robot,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c7c642ee254c.jpg,2014-03-25T19:43:04-0400
1009356,Human Torch,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a7f7b0917.jpg,2016-05-26T10:24:18-0400
1010932,Human Torch (Jim Hammond),,http://i.annihil.us/u/prod/marvel/i/mg/c/70/53176bed3fe4c.jpg,2014-05-20T18:01:17-0400
1011102,Human Torch (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bfb07176.jpg,2016-02-04T10:56:38-0500
1010675,Humbug,,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4c7c6433e79f5.jpg,1969-12-31T19:00:00-0500
1009357,Husk,,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003eca01988.jpg,2013-10-21T15:51:23-0400
1009358,Hussar,,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c003ec700983.jpg,1969-12-31T19:00:00-0500
1009359,Hydra,,http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ec4331bd.jpg,2014-02-16T11:21:08-0500
1009360,Hydro-Man,,http://i.annihil.us/u/prod/marvel/i/mg/4/f0/4c003ec140c31.jpg,2011-08-08T13:34:41-0400
1009361,Hyperion (Earth-712),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011246,Hypno-Hustler,,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4c002ef943bbf.jpg,2012-07-18T16:51:31-0400
1009362,Iceman,,http://i.annihil.us/u/prod/marvel/i/mg/1/d0/52696c836898c.jpg,2016-02-03T13:38:53-0500
1010933,Iceman (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/3/70/53176e6436aa6.jpg,2014-03-05T13:37:05-0500
1017475,Iceman (X-Men: Battle of the Atom),,http://i.annihil.us/u/prod/marvel/i/mg/9/70/52d72ac3c45f9.jpg,2014-01-16T13:12:41-0500
1011077,Ikaris,,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4c0030d8df78e.jpg,1969-12-31T19:00:00-0500
1010758,Illuminati,,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033bb40a5e.jpg,2014-05-30T12:45:12-0400
1009529,Ilyana Rasputin,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1012923,Immortus,,http://i.annihil.us/u/prod/marvel/i/mg/1/a0/4ce5aa10cfeb5.jpg,2021-08-13T00:16:13-0400
1011273,Imp,,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4c002eee45d85.jpg,1969-12-31T19:00:00-0500
1011089,Imperfects,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009363,Imperial Guard,,http://i.annihil.us/u/prod/marvel/i/mg/6/30/539a0286b06bf.jpg,2016-07-08T14:38:03-0400
1009364,Impossible Man,,http://i.annihil.us/u/prod/marvel/i/mg/8/90/4c003eb8e1d23.jpg,2013-10-23T18:52:32-0400
1011063,In-Betweener,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0030f999ecb.jpg,2011-05-23T16:36:40-0400
1011064,Inertia,,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0030f6eab3d.jpg,1969-12-31T19:00:00-0500
1011146,Infant Terrible,,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f7854e02.jpg,1969-12-31T19:00:00-0500
1009365,Inhumans,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/526033a73dca3.jpg,2016-07-08T15:02:03-0400
1011293,Ink,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011024,Invaders,,http://i.annihil.us/u/prod/marvel/i/mg/9/60/539b3c2fca079.jpg,2014-06-13T14:01:12-0400
1009366,Invisible Woman,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52695b9cd40b6.jpg,2016-02-11T10:52:03-0500
1017301,Invisible Woman (Marvel: Avengers Alliance),,http://i.annihil.us/u/prod/marvel/i/mg/6/80/5239b5c4cb782.jpg,2013-09-18T10:16:47-0400
1010934,Invisible Woman (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c00342d26fc5.jpg,2010-12-08T15:02:10-0500
1011379,Iron Cross Army,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011318,Iron Fist (Bei Bang-Wen),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/53176ebd40ad7.jpg,2014-03-05T13:36:59-0500
1009367,Iron Fist (Danny Rand),,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/52616788ebc63.jpg,2017-08-21T16:49:13-0400
1010888,Iron Fist (Orson Randall),,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/53176e979cca2.jpg,2014-03-05T13:37:33-0500
1011413,Iron Fist (Quan Yaozu),,http://i.annihil.us/u/prod/marvel/i/mg/4/20/53176e89b563e.jpg,2014-03-05T13:36:07-0500
1016839,Iron Fist (USM),"Danny is always focused yet relaxed - more Zen-focused than chill surfer dude. But when Danny turns into Iron First, he becomes very rigid with perfect posture. A very Yin/Yang character. 

Danny is THE Danny Rand â€“ the 17-year-old head of the giant Rand Corporation.  His wealth rivals Osbornâ€™s â€“ but youâ€™d never know it from his laid- back attitude. However, as Iron Fist, he takes his powers very seriously. 

While Danny and Luke are best friends, Danny has a special respect for Spider-Man, acting as a non-judgmental moral commentator on all of Spider-Manâ€™s actions.",http://i.annihil.us/u/prod/marvel/i/mg/6/20/52321751dffa6.jpg,2013-09-18T15:55:48-0400
1011412,Iron Fist (Wu Ao-Shi),,http://i.annihil.us/u/prod/marvel/i/mg/7/03/53176f05a6851.jpg,2014-03-05T13:39:42-0500
1010704,Iron Lad,,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c0038c9c6580.jpg,2011-09-15T16:36:49-0400
1009368,Iron Man,"Wounded, captured and forced to build a weapon by his enemies, billionaire industrialist Tony Stark instead created an advanced suit of armor to save his life and escape captivity. Now with a new outlook on life, Tony uses his money and intelligence to make the world a safer, better place as Iron Man.",http://i.annihil.us/u/prod/marvel/i/mg/9/c0/527bb7b37ff55.jpg,2016-09-28T12:08:19-0400
1017320,Iron Man (Iron Man 3 - The Official Game),,http://i.annihil.us/u/prod/marvel/i/mg/9/03/5239c1408c936.jpg,2013-09-18T11:05:44-0400
1017294,Iron Man (LEGO Marvel Super Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/90/5239c3cc8a259.jpg,2013-09-18T17:03:08-0400
1017310,Iron Man (Marvel Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5239be60a67da.jpg,2013-09-18T10:53:29-0400
1017326,Iron Man (Marvel War of Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/f/f0/5239bfbfeea88.jpg,2013-09-18T10:59:29-0400
1010935,Iron Man (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/1/90/53176e7785d95.jpg,2016-02-04T11:46:01-0500
1017104,Iron Man/Tony Stark (MAA),"Tony Stark is the genius inventor/billionaire/philanthropist owner of Stark Industries. With his super high-tech Iron Man suit, he is practically indestructible, able to fly, and has a large selection of weapons to choose from - but it's Tony's quick thinking and ability to adapt and improvise that make him an effective leader of the Avengers.",http://i.annihil.us/u/prod/marvel/i/mg/2/d0/5232190d42df2.jpg,2015-07-06T18:35:56-0400
1009371,Iron Monger,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2012-07-18T11:55:02-0400
